🐺	գայլ	գայլ|դեմք|մռութ
🐻	արջ	արջ|դեմք|մռութ
🐼	պանդա	դեմք|մռութ|պանդա
🐽	խոզի դունչ	խոզ|խոզի դունչ|մռութ|քիթ
🐾	թաթերի հետքեր	թաթ|թաթերի հետքեր|հետք|ոտքեր
👀	աչքեր	աչք|աչքեր|դեմք|մարմին
👂	ականջ	ականջ|մարմին
👃	քիթ	մարմին|քիթ
👄	բերան	բերան|մարմին|շուրթեր
👅	լեզու	լեզու|մարմին
👆	դեպի վեր ուղղված ցուցամատ	դեպի վեր ուղղված ցուցամատ|ձեռք|մատ|մարմին|ուղղված|վեր|ցուցամատ
👇	դեպի վար ուղղված ցուցամատ	դեպի վար ուղղված ցուցամատ|ձեռք|մատ|մարմին|ուղղված|վար|ցուցամատ
👈	դեպի ձախ ուղղված ցուցամատ	դեպի ձախ ուղղված ցուցամատ|ձեռք|մատ|մարմին|ուղղված|ցուցամատ
👉	դեպի աջ ուղղված ցուցամատ	դեպի աջ ուղղված ցուցամատ|ձեռք|մատ|մարմին|ուղղված|ցուցամատ
👊	հանդիպակաց բռունցք	բռունցք|հանդիպակաց բռունցք|հարված|ձեռք|մարմին|սեղմված
👋	թափահարող ձեռք	թափահարել|թափահարող|ձեռք|մարմին
👌	ok ցույց տվող ձեռք	ok|ok ցույց տվող ձեռք|ձեռք|մարմին
👍	բութ մատը վեր	+1|բութ|բութ մատը վեր|ձեռք|մարմին|վեր
👎	բութ մատը ներքև	-1|բութ մատ|բութ մատը ներքև|ձեռք|մարմին|ներքև
👏	ծափահարող ձեռքեր	ծափահարել|ծափահարող ձեռքեր|ձեռք|մարմին
👐	բաց ձեռքեր	բաց|բաց ձեռքեր|ձեռք|մարմին
👑	թագ	արքա|թագ|թագուհի|հագուստ
👒	կնոջ գլխարկ	գլխարկ|կին|կնոջ գլխարկ|հագուստ
👓	ակնոց	ակնոց|աչք|հագուստ
👔	փողկապ	հագուստ|փողկապ
👕	սպորտային վերնաշապիկ	հագուստ|սպորտային|վերնաշապիկ
👖	ջինս	հագուստ|շալվար|ջինս|տաբատ
👗	զգեստ	զգեստ|հագուստ
👘	կիմոնո	կիմոնո|հագուստ
👙	բիկինի	բիկինի|լողալ|հագուստ
👚	կնոջ հագուստ	կին|կնոջ հագուստ|հագուստ
👛	դրամապանակ	դրամապանակ|հագուստ|մետաղադրամ
👜	ձեռքի պայուսակ	հագուստ|ձեռքի պայուսակ|պայուսակ
👝	պայուսակ	հագուստ|պայուսակ
👞	տղամարդու կոշիկ	կոշիկ|հագուստ|տղամարդ|տղամարդու կոշիկ
👟	վազքի կոշիկ	կոշիկ|հագուստ|մարզական|վազքի կոշիկ
👠	բարձրակրունկ կոշիկ	բարձրակրունկ կոշիկ|կին|կոշիկ|կրունկ|հագուստ
👡	կնոջ սանդալ	կին|կնոջ սանդալ|կոշիկ|հագուստ|սանդալ
👢	կնոջ երկարաճիթք կոշիկ	երկարաճիթք կոշիկ|կին|կնոջ երկարաճիթք կոշիկ|կոշիկ|հագուստ
👣	ոտնահետքեր	հագուստ|հետք|մարմին|ոտնահետք|ոտնահետքեր
👤	ուրվագծված կիսանդրի	կիսանդրի|ուրվագիծ|ուրվագծված կիսանդրի
👥	ուրվագծված կիսանդրիներ	կիսանդրի|ուրվագիծ|ուրվագծված կիսանդրիներ
👦	տղա	երիտասարդ|տղա
👧	աղջիկ	աղջիկ|կենդանակերպ|կույս|օրիորդ
👨	մարդ	մարդ|մեծահասակ
👨‍🌾	տղամարդ ֆերմեր	ագարակատեր|այգեգործ|գյուղացի|տղամարդ ֆերմեր|ֆերմեր
👨‍🍳	տղամարդ խոհարար	խոհարար|տղամարդ
👨‍🍼	երեխային կերակրող մարդ	երեխա|երեխային կերակրող մարդ|երեխային կերակրող տղամարդ|կերակրում|տղամարդ
👨‍🎓	ուսանող տղա	ուսանող|տղա
👨‍🎤	տղամարդ երգիչ	աստղ|երգիչ|կատարող|տղամարդ
👨‍🎨	տղամարդ նկարիչ	նկարիչ|պնակ|տղամարդ
👨‍🏫	տղամարդ ուսուցիչ	դասատու|ուսուցիչ|տղամարդ
👨‍🏭	տղամարդ բանվոր	արդյունաբերություն|բանվոր|գործարան|տղամարդ
👨‍💻	տղամարդ ծրագրավորող	ծրագրավորող|համակարգիչ|տղամարդ
👨‍💼	տղամարդ գրասենյակի աշխատող	բիզնես|գրասենյակ|ղեկավար|տղամարդ|տղամարդ գրասենյակի աշխատող
👨‍🔧	տղամարդ փականագործ	էլեկտրիկ|մեխանիկ|տղամարդ|փականագործ
👨‍🔬	տղամարդ գիտնական	գիտնական|կենսաբան|տղամարդ|քիմիկոս
👨‍🚀	տղամարդ տիեզերագնաց	տիեզերագնաց|տիեզերանավ|տիեզերք|տղամարդ
👨‍🚒	տղամարդ հրշեջ	հրշեջ|հրշեջ մեքենա|տղամարդ
👨‍🦯	ձեռնափայտով տղամարդ	կույր|հաշմանդամ|ձեռնափայտով տղամարդ|մարդ
👨‍🦼	մոտորասայլակով տղամարդ	անվասայլակ|հաշմանդամ|մոտորասայլակով տղամարդ|տղամարդ
👨‍🦽	անվասայլակով տղամարդ	անվասայլակ|անվասայլակով տղամարդ|հաշմանդամ|տղամարդ
👩	կին	կին|մեծահասակ
👩‍🌾	կին ֆերմեր	ագարակատեր|գյուղացի|կին|ֆերմեր
👩‍🍳	խոհարարուհի	խոհարար|խոհարարուհի|կին
👩‍🍼	երեխային կերակրող կին	երեխա|երեխային կերակրող կին|խնամք|կերակրում|կին
👩‍🎓	ուսանողուհի	աղջիկ|ուսանող|ուսանողուհի
👩‍🎤	երգչուհի	աստղ|երգիչ|երգչուհի|կատարող|կին
👩‍🎨	նկարչուհի	կին|նկարիչ|նկարչուհի|պնակ
👩‍🏫	ուսուցչուհի	դասատու|կին|ուսուցիչ|ուսուցչուհի
👩‍🏭	բանվորուհի	արդյունաբերություն|բանվոր|բանվորուհի|գործարան|կին
👩‍💻	կին ծրագրավորող	ծրագրավորող|կին|համակարգիչ
👩‍💼	կին գրասենյակի աշխատող	բիզնես|գրասենյակ|կին|կին գրասենյակի աշխատող|ղեկավար
👩‍🔧	կին փականագործ	էլեկտրիկ|կին|մեխանիկ|փականագործ
👩‍🔬	կին գիտնական	գիտնական|կենսաբան|կին|քիմիկոս
👩‍🚀	կին տիեզերագնաց	կին|տիեզերագնաց|տիեզերանավ|տիեզերք
👩‍🚒	կին հրշեջ	կին|հրշեջ|հրշեջ մեքենա
👩‍🦯	ձեռնափայտով կին	կին|կույր|հաշմանդամ|ձեռնափայտով կին
👩‍🦼	մոտորասայլակով կին	անվասայլակ|կին|հաշմանդամ|մոտորասայլակով կին
👩‍🦽	ձեռքով կառավարվող անվասայլակով կին	անվասայլակ|կին|հաշմանդամ|ձեռքով կառավարվող անվասայլակով կին
👪	ընտանիք	երեխա|ընտանիք|հայր|մայր
👫	իրար ձեռք բռնած կին ու տղամարդ	բռնել|զույգ|իրար ձեռք բռնած կին ու տղամարդ|կին|ձեռք|ձեռք բռնած|տղամարդ
👬	իրար ձեռք բռնած տղամարդիկ	երկվորյակներ|զույգ|զույգեր|իրար ձեռք բռնած տղամարդիկ|կենդանակերպ|ձեռք բռնել|տղամարդիկ
👭	իրար ձեռք բռնած կանայք	զույգ|իրար ձեռք բռնած կանայք|կանայք|ձեռք|ձեռք բռնել
👮	ոստիկան	ոստիկան|ոստիկանություն|սպա
👯	ճագարի ականջներով մարդիկ	ականջ|աղջիկ|կին|ճագար|ճագարի ականջներով մարդիկ|պարող|պարող կանայք
👰	քողով անձ	հարս|հարսանիք|քող|քողով անձ|քողով հարս
👱	անձ․ շիկահեր	անձ․ շիկահեր|շեկ|շիկահեր
👲	թասակով անձ	անձ|գլխարկ|թասակով անձ
👳	թյուրբանով անձ	թյուրբան|թյուրբանով անձ|մարդ
👴	տարեց մարդ	ծեր|մարդ|տարեց|տղամարդ
👵	տարեց կին	ծեր|կին|տարեց
👶	մանուկ	երեխա|մանուկ|նորածին
👷	շինարար	աշխատող|գլխարկ|շինարար|շինարարություն
👸	արքայադուստր	արքայադուստր|հեքիաթ|ֆանտազիա
👹	մարդակեր հսկա	արարած|դեմք|հեքիաթ|հրեշ|ճապոնական|մարդակեր հսկա|ֆանտազիա
👺	չար ոգի	արարած|դեմք|հեքիաթ|հրեշ|ճապոնական|չար ոգի|ֆանտազիա
👻	ուրվական	արարած|դեմք|հեքիաթ|հրեշ|ուրվական|ֆանտազիա
👼	մանուկ-հրեշտակ	դեմք|երեխա|հեքիաթ|հրեշտակ|մանուկ-հրեշտակ|ֆանտազիա
👽	այլմոլորակային	այլմոլորակային|արարած|դեմք|հեքիաթ|հրեշ|չթօ|տիեզերք|ֆանտազիա
👾	այլմոլորակային հրեշ	այլմոլորակային|արարած|դեմք|հեքիաթ|հրեշ|չթօ|տիեզերք|ֆանտազիա
👿	զայրացած դեմք՝ պոզերով	դեմք|դև|զայրացած դեմք՝ պոզերով|հեքիաթ|ֆանտազիա
💀	գանգ	գանգ|դեմք|հեքիաթ|հրեշ|մահ|մարմին
💁	ձեռքը թեքած անձ	հանդուգն|ձեռձեռքը թեքած անձ|ձեռքը թեքած անձ|տեղեկատվություն|օգնել
💂	պահակազորային	պահակ|պահակազորային
💃	պարուհի	կին|պարող|պարուհի
💄	շրթներկ	դիմահարդարում|կոսմետիա|շրթներկ
💅	եղունգների լաքապատում	եղունգ|եղունգների լաքապատում|խնամք|կոսմետիկա|հղկել|մատնահարդարում|մարմին
💆	մերսվող անձ	դեմք|մերսում|մերսվող անձ|սրահ
💇	մազերը կտրող անձ	գեղեցկություն|կտրել|մազերը կտրող անձ|սանրվածք|սրահ|վարսավիր
💈	վարսավիրանոցի հոլ	ձող|սանրվածք|վարսավիր|վարսավիրանոցի հոլ
💉	ներարկիչ	ասեղ|բժիշկ|բժշկություն|գործիք|հիվանդ|ներարկիչ
💊	հաբ	բժիշկ|բժշկություն|հաբ|հիվանդ
💋	համբույրի հետք	համբույր|համբույրի հետք|հետք|շուրթեր|սիրավեպ|սիրտ
💌	սիրային նամակ	նամակ|սեր|սիրային նամակ|սիրավեպ|սիրտ|փոստ
💍	մատանի	ադամանդ|մատանի|սիրավեպ
💎	ակն	ադամանդ|ակն|գոհար|թանկարժեք քար|սիրավեպ
💏	համբույր	զույգ|համբույր|սիրավեպ
💐	ծաղկեփունջ	բույս|ծաղիկ|ծաղկեփունջ|սիրավեպ
💑	սրտիկով զույգ	զույգ|սեր|սիրավեպ|սիրտ|սրտիկով զույգ
💒	հարսանիք	հարսանիք|մատուռ|սիրավեպ
💓	բաբախող սիրտ	բաբախյուն|բաբախող սիրտ|պուլսացիա|սիրտ|սրտխփոց
💔	կոտրված սիրտ	կոտրել|կոտրված|սիրտ
💕	երկու սիրտ	երկու սիրտ|սեր|սիրտ
💖	շողշողացող սիրտ	կայծ|շողշողացող սիրտ|ոգևորված|սիրտ
💗	աճող սիրտ	աճող|նյարդային|ոգևորված|սիրտ|սրտի զարկ
💘	նետահարված սիրտ	կուպիդոն|նետ|նետահարված սիրտ|սիրավեպ|սիրտ
💙	կապույտ սիրտ	կապույտ|սիրտ
💚	կանաչ սիրտ	կանաչ|սիրտ
💛	դեղին սիրտ	դեղին|սիրտ
💜	մանուշակագույն սիրտ	մանուշակագույն|սիրտ
💝	ժապավենով սիրտ	ժապավեն|ժապավենով սիրտ|սիրտ|վալենտին
💞	պտտվող սրտեր	պտտվող|պտտվող սրտեր|սիրտ
💟	սրտաձև նախշ	նախշ|սիրտ|սրտաձև նախշ
💠	կետով շեղանկյուն	երկրաչափական|կետով շեղանկյուն|կոմիքս|ներսում|շեղանկյուն
💡	էլեկտրական լամպ	գաղափար|էլեկտրական|լամպ|լույս|կոմիքս
💢	զայրույթի նշան	զայրացած|զայրույթի նշան|խենթ|կոմիքս|նշան
💣	ռումբ	կոմիքս|ռումբ
💤	խռռռ	խռռռ|կոմիքս|քնել
💥	բախում	բախում|բում|կոմիքս
💦	քրտինքի կաթիլներ	կաթիլներ|կոմիքս|ցայտող|քրտինք|քրտինքի կաթիլներ
💧	կաթիլ	եղանակ|կաթիլ|կոմիքս|սառը|քրտինք
💨	սրընթաց փախուստ	ընթանալ|կոմիքս|սլանալ|սրընթաց փախուստ
💩	կեղտի կույտ	ախկո|գոմաղբ|դեմք|կեղտ|կեղտի կույտ|կղանք|կոմիքս|հրեշ
💪	ձգված բիցեպս	բիցեպս|կոմիքս|ձգել|ձգված բիցեպս|մարմին|մկան
💫	գլխապտույտ	աստղ|գլխապտույտ|կոմիքս
💬	խոսքի ամպիկ	երկխոսություն|խոսք|խոսքի ամպիկ|կոմիքս|պղպջակ|փուչիկ
💭	մտքի ամպիկ	կոմիքս|միտք|մտքի ամպիկ|պղպջակ|փուչիկ
💮	սպիտակ ծաղիկ	ծաղիկ|սպիտակ ծաղիկ
💯	հարյուր միավոր	100|ամբողջ|հաշիվ|հարյուր|միավոր
💰	փողի պարկ	դոլար|պարկ|փող|փողի պարկ
💱	տարադրամի փոխանակում	բանկ|տարադրամ|տարադրամի փոխանակում|փոխանակում|փող
💲	դոլարի թավ նշան	դոլար|դոլարի թավ նշան|տարադրամ|փող
💳	պլաստիկ քարտ	բանկ|պլաստիկ քարտ|վարկ|փող|քարտ
💴	իեն թղթադրամ	բանկ|թղթադրամ|իեն|տարադրամ|փող
💵	դոլար թղթադրամ	բանկ|դոլար|թղթադրամ|տարադրամ|փող
💶	եվրո թղթադրամ	բանկ|եվրո|թղթադրամ|տարադրամ|փող
💷	ֆունտ թղթադրամ	բանկ|թղթադրամ|տարադրամ|փող|ֆունտ
💸	փող թևերով	բանկ|դոլար|թևեր|թղթադրամ|թռչել|փող|փող թևերով
💹	աճող դիագրամ իենով	աճ|աճող դիագրամ իենով|բանկ|բարձրանալ|գրաֆիկ|դիագրամ|իեն|միտում|շուկա|վերև|տարադրամ|փող
💺	նստատեղ	բազկաթոռ|նստատեղ
💻	նոթբուք	անձնական|համակարգիչ|նոթբուք
💼	պորտֆել	պորտֆել
💽	համակարգչային սկավառակ	համակարգիչ|համակարգչային սկավառակ|սկավառակ|օպտիկական
💾	ճկուն սկավառակ	համակարգիչ|ճկուն|սկավառակ
💿	օպտիկական սկավառակ	blu-ray|cd|dvd|համակարգիչ|սկավառակ|օպտիկական
📀	DVD	blu-ray|cd|DVD|համակարգիչ|սկավառակ|օպտիկական
📁	թղթապանակ	թղթապանակ|ֆայլ
📂	բաց թղթապանակ	բաց|թղթապանակ|ֆայլ
📃	ոլորված էջ	էջ|ոլորված|փաստաթուղթ
📄	էջ	էջ|փաստաթութղ
📅	օրացույց	ամսաթիվ|օրացույց
📆	պոկովի օրացույց	պոկովի օրացույց|օրացույց
📇	քարտադարան	ինդեքս|քարտ|քարտադարան
📈	աճող գծապատկեր	աճ|աճող գծապատկեր|գծապատկեր|միտում|վեր|տրամագի
📉	նվազող գծապատկեր	գծապատկեր|միտում|ներքև|նվազող գծապատկեր|տրամագիր
📊	գոտեձև գծապատկեր	գոտեձև գծապատկեր|գոտի|գրաֆիկ|դիագրամ
📋	սեղմատախտակ	սեղմակ|սեղմատախտակ|տախտակ
📌	քորոց	քորոց
📍	գնդասեղ	գնդասեղ|քորոց
📎	ամրակ	ամրակ
📏	քանոն	ուղղանկյուն|քանոն
📐	եռանկյունի քանոն	եռանկյունի|քանոն
📑	էջանիշ ներդիրներ	էջանիշ|էջանիշ ներդիրներ|ներդիր|նշել|նշիչ
📒	հաշվապահական մատյան	հաշվապահական մատյան|նոթատետր
📓	տետր	տետր
📔	ձևավոր կազմով տետր	գիրք|կազմ|ձևավոր կազմով տետր|ձևավորված|նոթատետր
📕	փակ գիրք	գիրք|փակ գիրք|փակված
📖	բաց գիրք	բաց գիրք|բացված|գիրք
📗	կանաչ գիրք	գիրք|կանաչ
📘	կապույտ գիրք	գիրք|կապույտ
📙	նարնջագույն գիրք	գիրք|նարնջագույն
📚	գրքեր	գիրք|գրքեր
📛	բեյջ	անուն|բեյջ
📜	գալարաթուղթ	գալարաթուղթ|թուղթ
📝	հուշաթերթ	հուշաթերթ|մատիտ
📞	հեռախոսի լսափող	լսափող|հեռախոս|հեռախոսի լսափող
📟	փեյջեր	փեյջեր
📠	ֆաքսի մեքենա	ֆաքս|ֆաքսի մեքենա
📡	արբանյակային ալեհավաք	ալեհավաք|արբանյակ|արբանյակային ալեհավաք|ափսե
📢	մեծ բարձրախոս	բարձրաձայն|հասարակական|մեծ բարձրախոս
📣	մեգաֆոն	մեգաֆոն|ոգևորում
📤	ելքի արկղ	արկղ|դարակ|ելքի արկղ|նամակ|ուղարկված|փոստ
📥	մուտքի արկղ	արկղ|դարակ|մուտքի արկղ|նամակ|ստանալ|փոստ
📦	ծանրոց	արկղ|ծանրոց
📧	էլ․ նամակ	էլ․ նամակ|էլփոստ|նամակ|փոստ
📨	ստացվող ծրար	էլփոստ|ծրար|նամակ|ստանալ|ստացվող|փոստ
📩	ծրար սլաքով	էլփոստ|ծրար|ծրար սլաքով|նամակ|ներքև|ուղարկված|ուղարկվող|սլաք|փոստ
📪	փակ փոստարկղ իջեցված դրոշակով	իջեցված|փակ|փակ փոստարկղ իջեցված դրոշակով|փոստ|փոստատուփ|փոստարկղ
📫	փակ փոստարկղ բարձրացված դրոշակով	փակ|փակ փոստարկղ բարձրացված դրոշակով|փոստ|փոստատուփ|փոստարկղ
📬	բաց փոստարկղ բարձրացված դրոշակով	բաց|բաց փոստարկղ բարձրացված դրոշակով|փոստ|փոստատուփ|փոստարկղ
📭	բաց փոստարկղ իջեցված դրոշակով	բաց|բաց փոստարկղ իջեցված դրոշակով|իջեցված|փոստ|փոստատուփ|փոստարկղ
📮	փոստատուփ	փոստ|փոստատուփ|փոստարկղ
📯	փոստային եղջյուր	եղջյուր|փոստ|փոստային
📰	լրագիր	թերթ|լրագիր|նորություններ
📱	բջջային հեռախոս	բջջային|հեռախոս|շարժական
📲	բջջային հեռախոս սլաքով	բջջային|բջջային հեռախոս սլաքով|զանգել|հեռախոս|շարժական|սլաք
📳	թրթռազանգի ռեժիմ	բջջային|թրթռազանգի ռեժիմ|թրթռում|հեռախոս|շարժական|ռեժիմ
📴	բջջայինն անջատված է	անջատված|բջջային|բջջայինն անջատված է|հեռախոս|շարժական
📵	բջջային հեռախոսներն արգելվում են	արգելված|բջջային|բջջային հեռախոսներն արգելվում են|հեռախոս|շարժական|ոչ
📶	անտենայի գծիկներ	ազդանշան|անտենա|անտենայի գծիկներ|բջջային|գծիկ|հեռախոս|շարժական
📷	ֆոտոապարատ	վիդեո|ֆոտոապարատ
📸	ֆոտոապարատ լուսաթարթիչով	լուսաթարթիչ|վիդեո|ֆոտոապարատ|ֆոտոապարատ լուսաթարթիչով
📹	տեսախցիկ	վիդեո|տեսախցիկ
📺	հեռուստացույց	tv|հեռուստացույց|վիդեո
📻	ռադիո	ռադիո|վիդեո
📼	տեսաերիզ	vcr|vhs|երիզ|հին|տեսա|տեսաերիզ|տեսապարկուճ
📿	վարդարան	աղոթք|կրոն|հագուստ|ուլունքներ|վարդարան|վզնոց
🔀	խառնել կատարումները կոճակ	խաչված|խառնել կատարումները կոճակ|սլաք
🔁	կրկնման կոճակ	անընդհատ կրկնել կոճակ|ժամասլաքի ուղղությամբ|կրկնել|կրկնման կոճակ|սլաք
🔂	կրկնել մեկ անգամ կոճակ	ժամասլաքի ուղղությամբ|կրկնել մեկ անգամ կոճակ|մեկ անգամ|սլաք
🔃	ժամասլաքի ուղղությամբ ուղղահայաց սլաքներ	ժամասլաքի ուղղությամբ|ժամասլաքի ուղղությամբ ուղղահայաց սլաքներ|սլաք|վերաբեռնել
🔄	ժամասլաքին հակառակ ուղղությամբ սլաքներով կոճակ	ժամասլաքին հակառակ ուղղությամբ|ժամասլաքին հակառակ ուղղությամբ սլաքներով կոճակ|հակառակ ուղղությամբ|սլաք
🔅	մթեցնելու կոճակ	թույլ|մթեցնել|մթեցնել կոճակ|մթեցնելու կոճակ|պայծառություն
🔆	պայծառեցնելու կոճակ	պայծառ|պայծառեցնելու կոճակ|պայծառություն
🔇	բարձրախոսն անջատված է	անջատել ձայնը|բարձրախոս|բարձրախոսն անջատված է|լուռ|հանգիստ|ձայն
🔈	բարձրախոս	բարձրախոս|ձայն|ձայնի ուժգնություն
🔉	բարձրախոսը միացված է	ալիք|բարձրախոս|բարձրախոսը միացված է|ձայն|ցածր
🔊	բարձրախոսի ձայնը բարձր է	բարձր ձայն|բարձրախոսի ձայնը բարձր է|բարձրաձայն|ձայնարկիչ
🔋	մարտկոց	մարտկոց
🔌	էլեկտրական խրոց	էլեկտրական|էլեկտրականություն|խրոց
🔍	ձախ ուղղված խոշորացույց	ապակի|գործիք|խոշորացնող|ձախ ուղղված խոշորացույց|որոնել
🔎	աջ ուղղված խոշորացույց	ապակի|աջ ուղղված խոշորացույց|գործիք|խոշորացնող|որոնել
🔏	կողպեք ինքնահոսով	գաղտնիություն|գրիչ|գրչածայր|թանաք|կողպեք|կողպեք ինքնահոսով
🔐	փակ կողպեք բանալիով	ապահով|բնալի|կողպեք|փակ|փակ կողպեք բանալիով
🔑	բանալի	բանալի|գաղտնաբառ|կողպեք
🔒	կողպված	կողպեք|կողպված|փակ
🔓	բաց կողպեք	ապակողպել|բաց|կողպեք
🔔	զանգ	զանգ
🔕	զանգակ շեղ գծիկով	անջատել ձայնը|արգելված|զանգակ|զանգակ շեղ գծիկով|լուռ|հանգիստ|ոչ
🔖	էջանիշ	էջանիշ|նշել
🔗	օղակ	օղակ
🔘	կետակոճակ	երկրաչափական|կետ|կետակոճակ|կոճակ|ռադիո
🔙	հետ գրությամբ սլաք	հետ|հետ գրությամբ սլաք|սլաք
🔚	ՎԵՐՋ սլաք	սլաք|վերջ
🔛	միացված է գրությամբ սլաք	միացված է|միացված է գրությամբ սլաք|նշան|սլաք
🔜	շուտով գրությամբ սլաք	շուտով|շուտով գրությամբ սլաք|սլաք
🔝	վերև գրությամբ սլաք	սլաք|վեր|վերև|վերև գրությամբ սլաք
🔞	տասնութից ցածր արգելվում է	18|անչափահաս|արգելված|ոչ|տասնութ|տասնութից ցածր արգելվում է|տարիքային սահմանափակում
🔠	լատինատառ մեծատառ ներածում	լատինական|լատինատառ մեծատառ ներածում|մեծատառ|մուտքագրել|տառեր
🔡	լատինատառ փոքրատառ ներածում	abcd|լատինական|լատինատառ փոքրատառ ներածում|մուտքագրել|տառեր|փոքրատառ
🔢	թվերի ներածում	1234|թվեր|թվերի ներածում|մուտքագրել
🔣	նշանների ներածում	մուտքագրել|նշանների ներածում
🔤	լատինատառ ներածում	abc|այբուբեն|լատինական|լատինատառ ներածում|մուտքագրել|տառեր
🔥	կրակ	բոց|գործիք|կրակ
🔦	գրպանի լապտեր	գործիք|գրպանի լապտեր|էլեկտրական|լապտեր|լույս
🔧	պտուտակաբանալի	գործիք|պտուտակաբանալի
🔨	մուրճ	գործիք|մուրճ
🔩	մանեկ ու հեղույս	գործիք|հեղույս|մանեկ|մանեկ ու հեղույս
🔪	խոհանոցային դանակ	գործիք|դանակ|եփել|զենք|խոհանոցային դանակ|խոհարար
🔫	ջրային ատրժանակ	ատրճանակ|գործիք|զենք|ջրային ատրժանակ
🔬	մանրադիտակ	գործիք|մանրադիտակ
🔭	հեռադիտակ	գործիք|հեռադիտակ
🔮	բյուրեղյա գունդ	բախտ|բյուրեղ|բյուրեղյա գունդ|գործիք|գունդ|հեքիաթ|ֆանտազիա
🔯	կետիկով վեցթևանի աստղ	աստղ|բախտ|կետիկով վեցթևանի աստղ
🔰	սկսնակ լինելու ճապոնական նշան	գործիք|դեղին|կանաչ|հեծանակ|ճապոնական|սկսնակ|սկսնակ լինելու ճապոնական նշան|տերև
🔱	եռաժանի խորհրդանշան	գործիք|եռաժանի|եռաժանի խորհրդանշան|զինանշան|խարիսխ|նավ
🔲	սև քառակուսի կոճակ	երկրաչափական|կոճակ|սև քառակուսի կոճակ|քառակուսի
🔳	սպիտակ քառակուսի կոճակ	երկրաչափական|կոճակ|ուրվագծված|սպիտակ քառակուսի կոճակ|քառակուսի
🔴	կարմիր շրջան	երկրաչափական|կարմիր|շրջան
🔵	կապույտ շրջան	երկրաչափական|կապույտ|շրջան
🔶	նարնջագույն մեծ շեղանկյուն	երկրաչափական|նարնջագույն|նարնջագույն մեծ շեղանկյուն|շեղանկյուն
🔷	կապույտ մեծ շեղանկյուն	երկրաչափական|կապույտ|կապույտ մեծ շեղանկյուն|շեղանկյուն
🔸	նարնջագույն փոքր շեղանկյուն	երկրաչափական|նարնջագույն|նարնջագույն փոքր շեղանկյուն|շեղանկյուն
🔹	կապույտ փոքր շեղանկյուն	երկրաչափական|կապույտ|կապույտ փոքր շեղանկյուն|շեղանկյուն
🔺	կարմիր եռանկյուն ուղղված վերև	երկրաչափական|կարմիր|կարմիր եռանկյուն ուղղված վերև
🔻	կարմիր եռանկյուն ուղղված ներքև	երկրաչափական|կարմիր|կարմիր եռանկյուն ուղղված ներքև|ներքև
🔼	վերև կոճակ	կարմիր|կոճակ|սլաք|վերև կոճակ
🔽	ներքև կոճակ	կարմիր|կոճակ|ներքև|սլաք
🕋	կաաբա	իսլամ|կաաբա|կրոն|մուսուլման
🕌	մզկիթ	իսլամ|կրոն|մզկիթ|մուսուլման
🕍	սինագոգ	կրոն|հրեա|հրեական|սինագոգ|տաճար
🕎	մենորա	աշտանակ|կրոն|մենորա|մոմակալ
🕐	ժամը մեկը	00|1|1:00|ժամ|ժամացույց|ժամը մեկը|մեկ
🕑	ժամը երկուսը	00|2|2:00|երկու|ժամ|ժամացույց|ժամը երկուսը
🕒	ժամը երեքը	00|3|3:00|երեք|ժամ|ժամացույց|ժամը երեքը
🕓	ժամը չորսը	00|4|4:00|ժամ|ժամացույց|ժամը չորսը|չորս
🕔	ժամը հինգը	00|5|5:00|ժամ|ժամացույց|ժամը հինգը|հինգ
🕕	ժամը վեցը	00|6|6:00|ժամ|ժամացույց|ժամը վեցը|վեց
🕖	ժամը յոթը	00|7|7:00|ժամ|ժամացույց|ժամը յոթը|յոթ
🕗	ժամը ութը	00|8|8:00|ժամ|ժամացույց|ժամը ութը|ութ
🕘	ժամը ինը	00|9|9:00|ժամ|ժամացույց|ժամը ինը|ինը
🕙	ժամը տասը	00|10|10:00|ժամ|ժամացույց|ժամը տասը|տասը
🕚	ժամը տասնմեկը	00|11|11:00|ժամ|ժամացույց|ժամը տասնմեկը|տասնմեկ
🕛	ժամը տասներկուսը	00|12|12:00|ժամ|ժամացույց|ժամը տասներկուսը|տասներկու
🕜	մեկն անց կես	1|1:30|30|երեսուն|ժամացույց|մեկ|մեկն անց կես
🕝	երկուսն անց կես	2|2:30|30|երեսուն|երկու|երկուսն անց կես|ժամացույց
🕞	երեքն անց կես	3|3:30|30|երեսուն|երեք|երեքն անց կես|ժամացույց
🕟	չորսն անց կես	30|4|4:30|երեսուն|ժամացույց|չորս|չորսն անց կես
🕠	հինգն անց կես	30|5|5:30|երեսուն|ժամացույց|հինգ|հինգն անց կես
🕡	վեցն անց կես	30|6|6:30|երեսուն|ժամացույց|վեց|վեցն անց կես
🕢	յոթն անց կես	30|7|7:30|երեսուն|ժամացույց|յոթ|յոթն անց կես
🕣	ութն անց կես	30|8|8:30|երեսուն|ժամացույց|ութ|ութն անց կես
🕤	ինն անց կես	30|9|9:30|երեսուն|ժամացույց|ինը|ինն անց կես
🕥	տասն անց կես	10|10:30|30|երեսուն|ժամացույց|տասը|տասն անց կես
🕦	տասնմեկն անց կես	11|11:30|30|երեսուն|ժամացույց|տասնմեկ|տասնմեկն անց կես
🕧	տասներկուսն անց կես	12|12:30|30|երեսուն|ժամացույց|տասներկու|տասներկուսն անց կես
